SID;NAME;ISO;YEAR;COORDS;COORDS_MAX_WINDS;COORDS_MIN_DIST2LAND;BASIN;SUB BASIN;MONTH_START;MONTH_END;DATE_START;DATE_END;DATE_LAND_START;DATE_LAND_END;TOTAL_HOURS_EVENT;TOTAL_HOURS_IN_LAND;NATURE;GENERAL_CATEGORY;MAX_WIND;MIN_PRES;MIN_DIST2LAND;MAX_STORMSPEED;MAX_USA_SSHS;MAX_USA_SSHS_INLAND;V_LAND_KN;DISTANCE_TRACK;DISTANCE_TRACK_VINCENTY;34KN_POP;64KN_POP;96KN_POP;64KN_ASSETS;34KN_ASSETS;96KN_ASSETS;TOTAL_DAMAGE_(000$);TOTAL_DEATHS;POP_DEN_SQ_KM;RURAL_POP(%);HDI;Arable land (hectares per person);Cereal yield (kg per hectare);Food production index (2004-2006 = 100);GDP per capita (constant 2010 US$);Net flows from UN agencies US$;Life expectancy at birth, total (years);Adjusted savings: education expenditure (% of GNI);Income_level_Final;POP_MAX_34_ADJ;POP_MAX_50_ADJ;POP_MAX_64_ADJ;TOTAL_AFFECTED
1994313N12278;GORDON;CUB;1994;[(19.1581, -75.4006), (19.9, -75.0), (20.0, -74.9), (20.5026, -74.9465), (21.5, -75.4), (22.4078, -76.9073), (22.7, -77.5), (22.9796, -77.9302), (23.2, -78.3), (23.3224, -78.7003), (23.4, -79.1), (23.4923, -79.4927), (23.6, -79.9), (23.72, -80.3502)];[(22.7, -77.5), (22.9796, -77.9302), (23.2, -78.3), (23.3224, -78.7003), (23.4, -79.1), (23.4923, -79.4927), (23.6, -79.9), (23.72, -80.3502)];[(19.9, -75.0), (20.0, -74.9), (20.5026, -74.9465)];NAm;CS;11;11;13/11/1994 9:00;15/11/1994 3:00;13/11/1994 12:00;13/11/1994 15:00;42;3;TS;TS;45;997;0;19;0;0;55.6;854.1618567;719.842165;283261;0;0;0;2761414789;0;101968;2;102;25.9;0.652;0.340085152;1789.1;93.75;2793.21945;10289999.9;75.164;5.7;Low_Middle;4645266.527;1060936.636;361374.547;110558
1994313N12278;GORDON;USA;1994;[(23.9, -80.8), (24.182, -81.2329), (24.5, -81.6), (24.6, -81.7), (24.7431, -81.8772), (24.9, -82.1), (25.1531, -82.34299999999999), (25.4, -82.5), (25.5349, -82.51), (25.7, -82.4), (26.0395, -82.2451), (26.4, -82.0), (26.5, -81.9), (26.7189, -81.729), (27.1, -81.4), (27.5281, -80.7732), (28.0, -80.0), (28.4918, -79.2792), (29.0, -78.5), (30.7061, -75.66199999999999), (31.5, -74.8), (32.3813, -74.3191), (33.1, -74.2), (33.4047, -74.3291), (33.5, -74.7), (33.6682, -75.222), (33.7, -75.7), (33.5171, -75.9056), (33.2, -75.9), (32.88, -75.7523), (32.5, -75.5), (32.0351, -75.2346), (31.6, -75.0), (31.3349, -74.8477), (31.1, -74.8), (30.7575, -74.8627), (28.1242, -79.1733), (28.2, -79.8), (28.5, -80.6), (29.2, -81.5), (30.1289, -81.9563), (31.3, -81.8), (32.6561, -80.9958), (34.1, -79.8)];[(33.1, -74.2)];[(26.5, -81.9), (26.7189, -81.729), (27.1, -81.4), (27.5281, -80.7732), (28.5, -80.6), (29.2, -81.5), (30.1289, -81.9563), (31.3, -81.8), (32.6561, -80.9958), (34.1, -79.8)];NAm;GM;11;11;15/11/1994 6:00;21/11/1994 18:00;16/11/1994 13:00;21/11/1994 18:00;156;125;TS;Cat 1;75;980;0;35;1;0;62.2;3366.119727;1134.710837;4889156;0;0;0;8.76802E+11;0;500000;6;28.7;23.1;0.875;0.691452004;5560;89.19;37813.75818;0;75.6195122;5.3558719;High;13403323.04;7940418.508;2587178.556;1500000
1994345N06165;AXEL;PHL;1994;[(11.125, 130.65), (11.1387, 130.111), (11.175, 129.575), (11.2093, 129.071), (11.225, 128.575), (11.21, 128.046), (11.15, 127.55), (11.0286, 127.146), (10.9, 126.775), (10.8112, 126.371), (10.775, 125.975), (10.793, 125.614), (10.875, 125.25), (11.0005, 124.864), (11.175, 124.425), (11.3837, 123.919), (11.6, 123.35), (11.7731, 122.736), (11.95, 122.1), (12.1749, 121.48), (12.4, 120.875), (12.5787, 120.272), (12.75, 119.725), (12.9273, 119.272), (13.15, 118.875), (13.46, 118.473), (13.8, 118.1), (14.1056, 117.76), (14.4, 117.45), (14.6781, 117.144), (14.975, 116.875), (15.3356, 116.667), (15.7, 116.475), (16.0188, 116.236), (16.3, 116.0), (16.5468, 115.812), (16.775, 115.625), (17.0032, 115.38), (17.25, 115.15), (18.5167, 116.4), (18.215, 116.745), (18.0, 116.8), (17.7201, 116.697), (17.4, 116.5)];[(11.225, 128.575), (11.21, 128.046), (11.15, 127.55)];[(11.0005, 124.864), (11.175, 124.425)];WP;WP;12;12;20/12/1994 0:00;27/12/1994 6:00;21/12/1994 15:00;21/12/1994 18:00;174;3;TS;Cat 4;115;945;0;13;-1;-1;100;2288.07208;1676.318936;;;;;;;26813;49;229;53.4;0.603;0.078247767;2261;76.45;1474.17915;27289999.49;67.962;2.250849;Low_Middle;11746679.59;6222024.722;1410353.456;867923
1995050S11134;BOBBY;AUS;1995;[(-11.0, 134.0), (-11.2502, 133.363), (-11.5, 132.7), (-11.7499, 132.0), (-12.0, 131.3), (-12.2498, 130.642), (-12.5, 130.0), (-12.7498, 129.357), (-13.0, 128.7), (-13.2498, 128.015), (-13.5, 127.3), (-13.7498, 126.557), (-14.0, 125.8), (-14.25, 125.02), (-14.5, 124.3), (-14.7497, 123.712), (-15.0, 123.2), (-15.2574, 122.685), (-15.5, 122.2), (-15.7067, 121.753), (-15.9, 121.3), (-16.1, 120.8), (-16.3, 120.3)];[(-16.3, 120.3)];[(-11.5, 132.7)];SI;WA;2;2;19/02/1995 0:00;21/02/1995 18:00;19/02/1995 6:00;19/02/1995 6:00;66;0;NR;TS;40;990;0;16;-1;-1;117.1;1595.674594;1593.285989;34696;4318;2116;458731673;2489454705;150929571;98000;7;2.35;15.1;0.883;2.218736166;1871;80.79;38095.12953;0;77.82926829;4.88583797;High;106186.5047;99260.82032;25988.68197;7045
1995154N17276;ALLISON;HND;1995;[(17.4, -84.3), (17.8474, -84.5626), (18.3, -84.9)];[(17.4, -84.3), (17.8474, -84.5626), (18.3, -84.9)];[(17.4, -84.3)];NAm;CS;6;6;03/06/1995 0:00;03/06/1995 6:00;No landing;No landing;6;0;TS;TD;30;1004;173;12;-1;No landing;64.8;118.3441746;118.1808789;;;;;;;;18;51;57.1;0.529;0.280258553;1540.4;72.95;1574.895823;11280000.07;68.871;3.8;Low_Middle;;;;22
1995193N06156;FAYE;KOR;1995;[(33.3356, 127.79), (34.325, 127.85), (35.1685, 128.02200000000002), (36.025, 128.3), (36.8466, 128.696), (37.675, 129.325), (38.4947, 130.041)];[(33.3356, 127.79)];[(35.1685, 128.02200000000002), (36.025, 128.3), (36.8466, 128.696)];WP;WP;7;7;23/07/1995 3:00;23/07/1995 21:00;23/07/1995 9:00;23/07/1995 15:00;18;6;TS;Cat 3;100;955;0;20;3;1;121.5;619.0331474;607.3682115;43224267;7921976;588534;1.48957E+12;6.22742E+12;1.57713E+11;140000;28;466;21.8;0.778;0.039540513;5765.3;91.91;12055.23129;3859999.895;73.7;3.2;High_Middle;20498633.63;9138292.527;1778540.807;1450
1995212N22287;ERIN;USA;1995;[(27.4132, -80.275), (27.7, -80.4), (27.7, -80.3), (27.8686, -80.4593), (28.2, -81.9), (28.4239, -82.6781), (28.6, -83.4), (28.6923, -84.0882), (28.8, -84.7), (29.0271, -85.2299), (29.3, -85.7), (29.5124, -86.1691), (29.8, -86.6), (30.0, -86.8), (30.1763, -87.0369), (30.3, -87.2), (30.6, -87.5), (31.0054, -88.0143), (31.4, -88.5), (31.8422, -88.8306), (32.3, -89.1), (32.75, -89.4077), (33.2, -89.7), (33.665, -89.9947), (34.1, -90.2), (34.4724, -90.2455), (34.8, -90.2), (35.085, -90.1723), (35.4, -90.1), (35.8047, -90.0164), (36.3, -89.8), (36.899, -89.4271), (37.5, -88.8), (38.0184, -87.869), (38.4, -86.8), (38.6069, -85.9155), (38.7, -84.9), (38.7609, -83.5536), (38.8, -82.0)];[(30.0, -86.8)];[(27.4132, -80.275), (27.8686, -80.4593), (28.2, -81.9), (30.3, -87.2), (30.6, -87.5), (31.0054, -88.0143), (31.4, -88.5), (31.8422, -88.8306), (32.3, -89.1), (32.75, -89.4077), (33.2, -89.7), (33.665, -89.9947), (34.1, -90.2), (34.4724, -90.2455), (34.8, -90.2), (35.085, -90.1723), (35.4, -90.1), (35.8047, -90.0164), (36.3, -89.8), (36.899, -89.4271), (37.5, -88.8), (38.0184, -87.869), (38.4, -86.8), (38.6069, -85.9155), (38.7, -84.9), (38.7609, -83.5536), (38.8, -82.0)];NAm;GM;8;8;02/08/1995 3:00;06/08/1995 12:00;02/08/1995 3:00;06/08/1995 12:00;105;105;TS;Cat 2;85;973;0;24;2;1;78.5;2343.093029;1273.031763;14551524;2437403;0;4.54565E+11;2.86847E+12;0;700000;11;29;22.7;0.878;0.682891564;4644.8;83.89;38369.16184;0;75.62195122;4.7893238;High;25756695.33;13968005.76;4204454.624;6000
1995229N12144;JANIS;KOR;1995;[(36.8333, 125.767), (37.3567, 126.645), (37.8, 127.6), (38.1398, 128.838), (38.4, 130.233), (38.6131, 131.666)];[(36.8333, 125.767)];[(37.3567, 126.645), (37.8, 127.6)];WP;WP;8;8;26/08/1995 12:00;27/08/1995 3:00;26/08/1995 15:00;26/08/1995 18:00;15;3;MX;TS;50;990;0;23;0;0;72.4;562.740673;556.1836841;30703094;366691;0;1.20877E+11;4.35282E+12;0;425000;45;466;21.8;0.778;0.039540513;5765.3;91.91;12055.23129;3859999.895;73.7;3.2;High_Middle;28915081.24;24864635.53;19061766.06;3710
1995236N10134;KENT;PHL;1995;[(11.9609, 130.989), (12.4667, 130.6), (12.929, 130.33700000000002), (13.3538, 130.092), (13.7804, 129.724), (14.1733, 129.30700000000002), (14.5024, 128.89), (14.8, 128.525), (15.1362, 128.18), (15.45, 127.85), (15.7044, 127.512), (15.925, 127.2), (16.1431, 126.907), (16.35, 126.7), (16.5537, 126.634), (16.75, 126.625), (16.9619, 126.553), (17.125, 126.5), (17.185, 126.521), (17.2, 126.55), (17.2225, 126.531), (17.275, 126.475), (17.3938, 126.377), (17.55, 126.275), (17.7181, 126.231), (17.875, 126.175), (17.9862, 126.064), (18.075, 125.9), (18.1625, 125.688), (18.25, 125.45), (18.3519, 125.223), (18.45, 125.0), (18.5081, 124.793), (18.6, 124.575), (18.7843, 124.337), (19.025, 124.05), (19.2761, 123.716), (19.55, 123.3), (19.8374, 122.804), (20.125, 122.225), (20.3987, 121.588), (20.65, 120.925)];[(19.025, 124.05), (19.2761, 123.716), (19.55, 123.3)];[(20.65, 120.925)];WP;WP;8;8;25/08/1995 3:00;30/08/1995 6:00;No landing;No landing;123;0;TS;Cat 4;130;945;134;13;4;No landing;135.5;1499.312487;1441.661738;110778;196;0;7315041;1112325737;0;;6;234;53.4;0.607;0.075733597;2273.4;75.99;1507.698887;25819999.71;68.231;2.5;Low_Middle;;;;195886
1995236N10134;KENT;CHN;1995;[(21.675, 118.275), (21.9753, 117.547), (22.25, 116.8), (22.4619, 116.059), (22.675, 115.275), (22.9546, 114.419), (23.25, 113.5), (23.5179, 112.528), (23.7846, 111.538), (24.0676, 110.578), (24.3714, 109.586), (24.7146, 108.384), (24.9, 107.4), (25.129, 106.493), (25.3, 105.6), (25.3415, 104.664), (25.3, 103.7)];[(21.675, 118.275)];[(22.675, 115.275), (22.9546, 114.419), (23.25, 113.5), (23.5179, 112.528), (23.7846, 111.538), (24.0676, 110.578), (24.3714, 109.586), (24.7146, 108.384), (24.9, 107.4), (25.129, 106.493), (25.3, 105.6), (25.3415, 104.664), (25.3, 103.7)];WP;WP;8;9;30/08/1995 18:00;01/09/1995 18:00;31/08/1995 6:00;01/09/1995 18:00;48;36;TS;Cat 3;110;945;0;21;3;2;119.1;1547.318326;1541.030844;106143562;56697912;6463832;1.38092E+12;2.53301E+12;1.96148E+11;87000;445;132;69;0.549;0.099248457;4659.3;64.95;1224.848821;101650000.1;69.885;1.7;Low_Middle;127494223.6;105971512.9;30143319.45;25000
1995244N16256;HENRIETTE;MEX;1995;[(15.7, -103.8), (15.8452, -104.352), (16.0, -104.9), (16.1775, -105.43), (16.4, -105.9), (16.6774, -106.295), (17.0, -106.6), (17.3574, -106.845), (17.7, -107.0), (17.965, -107.073), (18.2, -107.1), (18.4425, -107.15), (18.7, -107.2), (19.0075, -107.25), (19.3, -107.3), (19.515, -107.35), (19.7, -107.4), (19.8925, -107.457), (20.1, -107.5), (20.35, -107.5), (20.6, -107.5), (20.7925, -107.52), (21.0, -107.6), (21.2924, -107.748), (21.6, -108.0), (21.8575, -108.363), (22.1, -108.8), (22.3424, -109.235), (22.6, -109.7), (22.8997, -110.17), (23.2, -110.7), (23.4574, -111.32), (23.7, -112.0), (23.9647, -112.685), (24.2, -113.4), (24.3797, -114.143), (24.5, -114.9), (24.5646, -115.65), (24.6, -116.4), (24.6573, -117.165), (24.7, -117.9), (24.706999999999997, -118.565), (24.7, -119.2), (24.7073, -119.857), (24.7, -120.5), (24.6571, -121.1), (24.6, -121.7), (24.5498, -122.342), (24.5, -123.0), (24.4423, -123.658), (24.4, -124.3), (24.3772, -124.908), (24.4, -125.5)];[(22.6, -109.7)];[(22.8997, -110.17)];EP;EP;9;9;01/09/1995 0:00;07/09/1995 12:00;No landing;No landing;156;0;TS;Cat 2;85;970;20;14;2;No landing;88.5;2737.415248;2461.687786;454720;204698;0;2224931730;5949444393;0;;;48.4;26.6;0.672;0.24611817;2519.6;78.45;7717.721531;29919999.36;72.598;3.7;High_Middle;609754.7549;339840.8005;181455.9942;800
1995250N09161;OSCAR;JPN;1995;[(22.633000000000003, 138.265), (23.025, 137.975), (23.5137, 137.674), (24.025, 137.4), (24.4768, 137.17), (24.925, 136.975), (25.3919, 136.77700000000002), (25.9, 136.625), (26.471999999999998, 136.528), (27.075, 136.5), (27.6655, 136.507), (28.25, 136.625), (28.8881, 136.90200000000002), (29.55, 137.325), (30.3422, 137.778), (31.225, 138.3), (32.1823, 138.923), (33.325, 139.825), (34.6535, 141.11), (36.3267, 142.667), (38.1931, 144.254), (39.9692, 145.99200000000005), (42.4, 150.4), (43.6269, 152.931)];[(24.025, 137.4), (24.4768, 137.17), (24.925, 136.975), (25.3919, 136.77700000000002), (25.9, 136.625), (26.471999999999998, 136.528), (27.075, 136.5), (27.6655, 136.507), (28.25, 136.625), (28.8881, 136.90200000000002), (29.55, 137.325), (30.3422, 137.778), (31.225, 138.3)];[(34.6535, 141.11)];WP;WP;9;9;14/09/1995 21:00;17/09/1995 21:00;No landing;No landing;72;0;TS;Cat 5;140;920;84;46;5;No landing;140.4;2930.279038;2691.385621;;;;;;;9600;3;347;22;0.84;0.036910371;6003.2;109.66;40368.71228;0;79.53634146;3.5;High;1488739.993;42314625.46;0;500
1995256N12309;MARILYN;VIR;1995;[(17.4, -64.2), (17.6499, -64.4652), (17.9, -64.7), (18.1999, -64.9426)];[(18.1999, -64.9426)];[(18.1999, -64.9426)];NAm;CS;9;9;15/09/1995 18:00;16/09/1995 3:00;No landing;No landing;9;0;TS;Cat 2;92;957;73;8;2;No landing;102;118.6718506;118.4761554;54680;54680;0;0;0;0;136000;7;307;9.56;0.865;0.027824667;;92.73;36687.05451;0;75.50992683;9.3561772;High;;;;10000
1995256N15253;ISMAEL;MEX;1995;[(14.8, -106.7), (15.0976, -106.91), (15.4, -107.1), (15.7075, -107.258), (16.0, -107.4), (16.2275, -107.55), (16.5, -107.7), (16.92, -107.865), (17.4, -108.0), (17.835, -108.065), (18.3, -108.1), (18.8125, -108.135), (19.4, -108.2), (20.0475, -108.335), (20.8, -108.5), (21.67, -108.657), (22.6, -108.8), (23.5, -108.913), (24.4, -109.0), (25.2925, -109.077), (25.5921, -109.091), (26.2, -109.1), (27.2125, -109.162), (28.3, -109.2), (29.4, -109.134), (30.5, -109.0)];[(20.8, -108.5), (21.67, -108.657), (22.6, -108.8), (23.5, -108.913), (24.4, -109.0), (25.2925, -109.077), (25.5921, -109.091)];[(25.5921, -109.091), (26.2, -109.1), (27.2125, -109.162), (28.3, -109.2), (29.4, -109.134), (30.5, -109.0)];EP;EP;9;9;12/09/1995 18:00;15/09/1995 18:00;15/09/1995 4:00;15/09/1995 18:00;72;14;TS;Cat 1;70;983;0;22;1;1;74.9;1781.758154;1754.527681;3172695;477006;0;9763465464;57335849434;0;800000;105;48.4;26.6;0.672;0.24611817;2519.6;78.45;7717.721531;29919999.36;72.598;3.7;High_Middle;2811382.698;1156450.47;510675.2428;40000
1995271N19273;OPAL;MEX;1995;[(19.1, -87.3), (19.2775, -87.3775), (19.4, -87.5), (19.43, -87.6925), (19.4, -87.9), (19.35, -88.065), (19.3, -88.2), (19.285, -88.3225), (19.3, -88.4), (19.3425, -88.415), (19.4, -88.4), (19.45, -88.4075), (19.5, -88.4), (19.5425, -88.3575), (19.6, -88.3), (19.685, -88.2425), (19.8, -88.2), (19.9275, -88.185), (20.1, -88.2), (20.335, -88.235), (20.6, -88.3), (20.8649, -88.3626), (21.1, -88.5), (21.295, -88.7548), (21.4, -89.1), (21.3875, -89.4851), (21.3, -89.9), (21.2075, -90.3226), (21.1, -90.7), (20.9924, -90.98), (20.9, -91.2), (20.8425, -91.415), (20.8, -91.6), (20.735, -91.765), (20.7, -91.9), (20.7275, -92.0075), (20.8, -92.1), (20.8925, -92.215), (21.0, -92.3), (21.0775, -92.3225), (21.2, -92.3), (21.4275, -92.265), (21.7, -92.2), (21.9425, -92.1224), (22.2, -92.0), (22.485, -91.8299), (22.8, -91.6), (23.1199, -91.3371), (23.5, -91.0), (23.9477, -90.5575), (24.5, -90.1), (25.2033, -89.7538)];[(25.2033, -89.7538)];[(19.43, -87.6925), (19.4, -87.9), (19.35, -88.065), (19.3, -88.2), (19.285, -88.3225), (19.3, -88.4), (19.3425, -88.415), (19.4, -88.4), (19.45, -88.4075), (19.5, -88.4), (19.5425, -88.3575), (19.6, -88.3), (19.685, -88.2425), (19.8, -88.2), (19.9275, -88.185), (20.1, -88.2), (20.335, -88.235), (20.6, -88.3), (20.8649, -88.3626), (21.1, -88.5), (21.295, -88.7548)];NAm;GM;9;10;27/09/1995 18:00;04/10/1995 3:00;28/09/1995 3:00;30/09/1995 15:00;153;60;TS;Cat 3;105;944;0;15;3;0;54.3;1323.391105;721.6168457;2083418;0;0;0;27781560282;0;124700;19;48.4;26.6;0.672;0.24611817;2519.6;78.45;7717.721531;29919999.36;72.598;3.7;High_Middle;2945744.695;1766023.74;287137.2833;3000
1995271N19273;OPAL;USA;1995;[(25.9, -89.4), (26.3609, -88.9532), (26.6, -88.8), (27.3, -88.5), (28.1744, -88.0957), (29.0, -87.7), (29.9605, -87.2516), (30.3, -87.1), (31.0, -86.8), (32.0882, -86.4577), (33.2, -86.2), (34.2309, -86.0616), (35.4, -85.7), (36.9684, -84.6642), (38.5, -83.5), (39.6171, -82.8615), (40.5, -82.3), (41.3021, -81.4657), (42.0, -80.5), (42.6725, -79.4562), (43.3, -78.4)];[(26.6, -88.8), (27.3, -88.5)];[(31.0, -86.8), (32.0882, -86.4577), (33.2, -86.2), (34.2309, -86.0616), (35.4, -85.7), (36.9684, -84.6642), (38.5, -83.5), (39.6171, -82.8615), (40.5, -82.3), (41.3021, -81.4657), (42.0, -80.5), (42.6725, -79.4562), (43.3, -78.4)];NAm;GM;10;10;04/10/1995 6:00;06/10/1995 12:00;05/10/1995 0:00;06/10/1995 12:00;54;36;TS;Cat 4;130;916;0;36;4;1;125.6;2214.073858;2173.487374;26732479;5147280;510870;1.11582E+12;5.50508E+12;1.12238E+11;3000000;19;29;22.7;0.878;0.682891564;4644.8;83.89;38369.16184;0;75.62195122;4.7893238;High;24508398.58;12345743.37;4694080.249;78000
1995281N14278;ROXANNE;MEX;1995;[(19.2848, -84.6203), (19.4, -85.0), (19.6607, -85.4705), (19.9, -86.0), (19.9921, -86.5562), (20.0, -86.7), (20.0, -87.0), (20.0, -87.6), (20.0015, -87.7908), (20.0, -88.1), (19.9663, -88.5843), (19.9, -89.1), (19.8074, -89.565), (19.7, -90.0), (19.5849, -90.4151), (19.5, -90.8), (19.4849, -91.1574), (19.5, -91.5), (19.485, -91.8726), (19.5, -92.2), (19.5699, -92.4375), (19.7, -92.6), (19.8849, -92.7076), (20.1, -92.8), (20.2925, -92.9276), (20.5, -93.1), (20.7501, -93.3499), (21.0, -93.6), (21.2075, -93.7875), (21.4, -93.9), (21.6, -93.9226), (21.8, -93.9), (22.0225, -93.9075), (22.2, -93.9), (22.2799, -93.8875), (22.3, -93.8), (22.3451, -93.5727), (22.3, -93.3), (22.0799, -93.0999), (21.8, -92.9), (21.5925, -92.6576), (21.4, -92.4), (21.2, -92.135), (21.0, -91.9), (20.785, -91.72), (20.6, -91.6), (20.4775, -91.5125), (20.4, -91.5), (20.335, -91.57), (20.3, -91.7), (20.285, -91.85), (20.3, -92.0), (20.335, -92.1075), (20.4, -92.2), (20.485, -92.3), (20.6, -92.4), (20.7425, -92.4925), (20.9, -92.6), (21.065, -92.75), (21.2, -92.9), (21.2575, -93.0076), (21.3, -93.1), (21.385, -93.1925), (21.5, -93.3), (21.6349, -93.4201), (21.8, -93.6), (22.0151, -93.8848), (22.2, -94.2), (22.28, -94.4651), (22.3, -94.7), (22.3, -94.9151), (22.3, -95.1), (22.3575, -95.2725), (22.4, -95.4), (22.3575, -95.465), (22.3, -95.5), (22.285, -95.5575), (22.3, -95.6), (22.38, -95.615), (22.4, -95.6), (22.245, -95.5499), (22.0, -95.5), (21.795, -95.4925), (21.5, -95.5), (21.0374, -95.4621), (20.5, -95.5), (19.9877, -95.7006), (19.5, -96.0)];[(20.0, -86.7), (20.0, -87.0), (20.0, -87.6)];[(20.0, -87.6), (20.0015, -87.7908), (20.0, -88.1), (19.9663, -88.5843), (19.9, -89.1), (19.8074, -89.565), (19.7, -90.0), (19.5849, -90.4151)];NAm;GM;10;10;10/10/1995 9:00;21/10/1995 0:00;11/10/1995 2:00;11/10/1995 21:00;255;19;TS;Cat 3;100;956;0;15;3;3;103.3;2414.9263;1195.373933;3907323;714689;10543;13525083610;55089329577;179915438;1500000;29;48.4;26.6;0.672;0.24611817;2519.6;78.45;7717.721531;29919999.36;72.598;3.7;High_Middle;5569447.218;821111.4823;216008.4988;20000
1995293N05177;ANGELA;PHL;1995;[(12.3531, 130.734), (12.4, 130.25), (12.4798, 129.895), (12.65, 129.6), (12.9499, 129.286), (13.325, 128.95), (13.7298, 128.595), (14.075, 128.15), (14.2765, 127.533), (14.35, 126.9), (14.3241, 126.424), (14.25, 126.0), (14.2268, 125.55), (14.2, 125.1), (14.1299, 124.659), (14.075, 124.2), (14.081, 123.719), (14.125, 123.175), (14.175999999999998, 122.559), (14.25, 121.85), (14.3465, 121.019), (14.45, 120.2), (14.5522, 119.526), (14.625, 118.95), (14.6379, 118.426), (14.625, 117.95), (14.6005, 117.487), (14.625, 117.025), (14.7723, 116.544), (14.95, 116.025), (15.0556, 115.443), (15.15, 114.85)];[(12.65, 129.6), (12.9499, 129.286), (13.325, 128.95), (13.7298, 128.595), (14.075, 128.15), (14.2765, 127.533), (14.35, 126.9), (14.3241, 126.424), (14.25, 126.0), (14.2268, 125.55), (14.2, 125.1), (14.1299, 124.659), (14.075, 124.2)];[(14.175999999999998, 122.559), (14.3465, 121.019)];WP;WP;10;11;31/10/1995 15:00;04/11/1995 12:00;02/11/1995 21:00;03/11/1995 3:00;93;6;TS;Cat 5;155;910;0;16;5;5;154.6;1804.710809;1744.981729;50638714;39673129;33308402;3.38239E+11;4.61242E+11;2.68005E+11;244000;882;234;53.4;0.607;0.075733597;2273.4;75.99;1507.698887;25819999.71;68.231;2.5;Low_Middle;37190887.63;41003019.15;11906795.31;1599588
1995294N05163;ZACK;PHL;1995;[(9.94056, 130.444), (10.1, 129.775), (10.2118, 129.084), (10.275, 128.375), (10.2999, 127.667), (10.325, 126.975), (10.3954, 126.329), (10.5, 125.675), (10.6469, 124.948), (10.775, 124.225), (10.8054, 123.572), (10.825, 122.95), (10.9136, 122.323), (11.025, 121.7), (11.1267, 121.075), (11.225, 120.45), (11.3181, 119.814), (11.4, 119.2), (11.4474, 118.635), (11.525, 118.1), (11.6825, 117.558), (11.9, 117.05), (12.1399, 116.588), (12.425, 116.175), (12.7474, 115.796), (13.1, 115.45), (13.4699, 115.129), (13.825, 114.8)];[(13.825, 114.8)];[(10.6469, 124.948), (10.8054, 123.572), (10.825, 122.95), (10.9136, 122.323)];WP;WP;10;10;27/10/1995 3:00;30/10/1995 12:00;28/10/1995 3:00;28/10/1995 15:00;81;12;TS;Cat 4;120;960;0;15;4;2;114.3;1813.017167;1757.161578;21540074;12901148;3007430;1.12693E+11;2.03346E+11;30276467301;30000;146;234;53.4;0.607;0.075733597;2273.4;75.99;1507.698887;25819999.71;68.231;2.5;Low_Middle;12308978.47;6478204.42;3369879.113;348053
1995294N05163;ZACK;VNM;1995;[(14.1462, 114.427), (14.4, 114.025), (14.575, 113.602), (14.675, 113.175), (14.7312, 112.767), (14.75, 112.375), (14.7679, 112.017), (14.775, 111.625), (14.7732, 111.129), (14.775, 110.6), (14.8073, 110.124), (14.825, 109.625), (14.7897, 109.079), (14.725, 108.45), (14.6539, 107.699)];[(14.1462, 114.427)];[(14.725, 108.45), (14.6539, 107.699)];WP;WP;10;11;30/10/1995 15:00;01/11/1995 9:00;01/11/1995 6:00;01/11/1995 9:00;42;3;TS;Cat 4;117;950;0;15;4;1;113.4;739.7234169;727.7203468;8520882;3234427;1217295;22217753065;57041892723;6908620392;21200;16;243;77.8;0.529;0.072126108;3570;61.82;583.3140846;56460000.99;71.923;2.7;Low_Middle;6040437.766;4023357.683;680102.9303;23051
1996001S08075;BONITA;MOZ;1996;[(-17.2333, 41.5333), (-17.3573, 41.1258), (-17.4667, 40.7333), (-17.5341, 40.31), (-17.5667, 39.8667), (-17.5742, 39.3825), (-17.5667, 38.9333), (-17.5564, 38.6041), (-17.5667, 38.3), (-17.6158, 37.9366), (-17.7, 37.5333), (-17.8017, 37.0833), (-17.9333, 36.6333), (-18.0875, 36.1951), (-18.2667, 35.8667), (-18.4715, 35.7506), (-18.6667, 35.7), (-18.82, 35.5608), (-18.9333, 35.3667), (-19.0075, 35.1199), (-19.0667, 34.8333), (-19.1434, 34.5351), (-19.2333, 34.2333)];[(-17.5667, 38.3), (-17.6158, 37.9366), (-17.7, 37.5333)];[(-17.8017, 37.0833), (-17.9333, 36.6333), (-18.0875, 36.1951), (-18.2667, 35.8667), (-18.4715, 35.7506), (-18.6667, 35.7), (-18.82, 35.5608), (-18.9333, 35.3667), (-19.0075, 35.1199), (-19.0667, 34.8333), (-19.1434, 34.5351), (-19.2333, 34.2333)];SI;SI;1;1;12/01/1996 12:00;15/01/1996 6:00;13/01/1996 21:00;15/01/1996 6:00;66;33;TS;Cat 1;75;980;0;9;1;1;89.1;837.4818278;803.0919449;5795882;1659092;0;450688212;1813344028;0;14500;11;20.7;72;0.258;0.234955899;821.8;83.42;232.1208772;27929999.89;47.47;3.8217871;Low;5113677.938;2713937.151;838953.8143;200000
