SID;NAME;ISO;YEAR;COORDS;COORDS_MAX_WINDS;COORDS_MIN_DIST2LAND;BASIN;SUB BASIN;MONTH_START;MONTH_END;DATE_START;DATE_END;DATE_LAND_START;DATE_LAND_END;TOTAL_HOURS_EVENT;TOTAL_HOURS_IN_LAND;NATURE;GENERAL_CATEGORY;MAX_WIND;MIN_PRES;MIN_DIST2LAND;MAX_STORMSPEED;MAX_USA_SSHS;MAX_USA_SSHS_INLAND;V_LAND_KN;DISTANCE_TRACK;DISTANCE_TRACK_VINCENTY;34KN_POP;64KN_POP;96KN_POP;64KN_ASSETS;34KN_ASSETS;96KN_ASSETS;TOTAL_DAMAGE_(000$);TOTAL_DEATHS;POP_DEN_SQ_KM;RURAL_POP(%);HDI;Arable land (hectares per person);Cereal yield (kg per hectare);Food production index (2004-2006 = 100);GDP per capita (constant 2010 US$);Net flows from UN agencies US$;Life expectancy at birth, total (years);Adjusted savings: education expenditure (% of GNI);Income_level_Final;POP_MAX_34_ADJ;POP_MAX_50_ADJ;POP_MAX_64_ADJ;TOTAL_AFFECTED
2013210N13122;JEBI;CHN;2013;[(15.3769, 114.148), (15.575, 113.925), (15.8425, 113.772), (16.125, 113.65), (16.345, 113.522), (16.55, 113.375), (16.7544, 113.181), (17.0, 112.975), (17.303, 112.831), (17.7, 112.625), (18.2169, 112.258), (18.775, 111.8), (19.2977, 111.377), (19.75, 110.85), (20.070999999999998, 110.11), (20.35, 109.325), (20.6992, 108.705)];[(18.775, 111.8)];[(19.75, 110.85)];WP;WP;7;8;31/07/2013 21:00;02/08/2013 21:00;02/08/2013 12:00;02/08/2013 12:00;48;0;TS;TS;60;978;0;16;0;0;75.9;850.7186255;823.9045157;21489813;1632502;0;44779871009;5.08562E+11;0;20000;;147;47;0.727;0.077885338;5894.2;129.79;5710.587873;39328122.38;75.321;1.79;High_Middle;12063974.35;3434907.792;3966861.185;5000
2013220N12137;UTOR;PHL;2013;[(13.5773, 131.128), (13.625, 130.55), (13.7445, 129.871), (13.875, 129.2), (13.9391, 128.656), (14.0, 128.15), (14.1011, 127.607), (14.225, 127.05), (14.3343, 126.477), (14.5, 125.9), (14.7904, 125.345), (15.1, 124.775), (15.298, 124.165), (15.5, 123.525), (15.8048, 122.876), (16.125, 122.2), (16.3784, 121.513), (16.625, 120.775), (16.9016, 119.917), (17.2, 119.1), (17.5525, 118.499), (17.85, 117.95), (17.9761, 117.306), (18.05, 116.625), (18.1756, 115.91)];[(15.5, 123.525)];[(16.3784, 121.513), (16.625, 120.775)];WP;WP;8;8;09/08/2013 21:00;12/08/2013 21:00;11/08/2013 21:00;12/08/2013 0:00;72;3;TS;Cat 4;130;925;0;17;4;3;130.3;1724.710205;1706.567182;21315040;6650598;1937960;74626337207;2.09877E+11;24983327985;32431;18;330;54.1;0.692;0.056538002;3531.8;121.76;2390.129291;22485136.34;70.315;1.84;Low_Middle;48612529.44;11774403.58;4915743.582;395730
2013220N12137;UTOR;CHN;2013;[(18.6049, 114.603), (18.875, 114.1), (19.0785, 113.757), (19.275, 113.5), (19.4787, 113.228), (19.75, 112.95), (20.1395, 112.61), (20.6, 112.3), (21.1067, 112.128), (21.55, 111.95), (21.8002, 111.598), (21.975, 111.25), (22.1868, 111.05), (22.425, 110.925), (22.71, 110.789), (23.025, 110.725), (23.3594, 110.768), (23.6667, 110.867), (23.93, 110.961), (24.1417, 111.058), (24.278000000000002, 111.142), (24.3889, 111.267), (24.5613, 111.451), (24.7, 111.55), (24.7762, 111.541), (24.8, 111.45), (24.79, 111.319), (24.75, 111.15), (24.7187, 110.986), (24.65, 110.8), (24.5226, 110.567), (24.35, 110.35), (24.1499, 110.21), (23.95, 110.1), (23.7887, 109.971), (23.65, 109.85), (23.51, 109.758), (23.4, 109.65), (23.3463, 109.49), (23.3, 109.3), (23.2138, 109.101), (23.1, 108.9)];[(18.875, 114.1)];[(21.8002, 111.598), (21.975, 111.25), (22.1868, 111.05), (22.425, 110.925), (22.71, 110.789), (23.025, 110.725), (23.3594, 110.768), (23.6667, 110.867), (23.93, 110.961), (24.1417, 111.058), (24.278000000000002, 111.142), (24.3889, 111.267), (24.5613, 111.451), (24.7, 111.55), (24.7762, 111.541), (24.8, 111.45), (24.79, 111.319), (24.75, 111.15), (24.7187, 110.986), (24.65, 110.8), (24.5226, 110.567), (24.35, 110.35), (24.1499, 110.21), (23.95, 110.1), (23.7887, 109.971), (23.65, 109.85), (23.51, 109.758), (23.4, 109.65), (23.3463, 109.49), (23.3, 109.3), (23.2138, 109.101), (23.1, 108.9)];WP;WP;8;8;13/08/2013 3:00;18/08/2013 6:00;14/08/2013 9:00;18/08/2013 6:00;123;93;TS;Cat 3;100;945;0;12;3;1;98.3;1224.857302;774.3757448;44740037;8255042;299916;2.05584E+11;1.05046E+12;5495126015;2120000;88;147;47;0.727;0.077885338;5894.2;129.79;5710.587873;39328122.38;75.321;1.79;High_Middle;69728100.4;46311633.35;22982280.07;8000000
2013228N23124;TRAMI;CHN;2013;[(25.7908, 120.324), (25.7, 119.625), (25.7662, 118.994), (25.95, 118.375), (26.2236, 117.681), (26.55, 116.975), (26.8705, 116.286), (27.15, 115.65), (27.3457, 115.112), (27.48, 114.62), (27.5484, 114.036), (27.5583, 113.458), (27.5407, 112.955), (27.5375, 112.525), (27.4107, 112.126), (27.08, 111.66), (26.549, 111.175), (26.0, 110.5), (25.6439, 109.501), (25.3, 108.5), (24.8392, 107.799), (24.3, 107.3)];[(25.7908, 120.324)];[(25.7, 119.625), (25.7662, 118.994), (25.95, 118.375), (26.2236, 117.681), (26.55, 116.975), (26.8705, 116.286), (27.15, 115.65), (27.3457, 115.112), (27.48, 114.62), (27.5484, 114.036), (27.5583, 113.458), (27.5407, 112.955), (27.5375, 112.525), (27.4107, 112.126), (27.08, 111.66), (26.549, 111.175), (26.0, 110.5), (25.6439, 109.501), (25.3, 108.5), (24.8392, 107.799), (24.3, 107.3)];WP;WP;8;8;21/08/2013 15:00;24/08/2013 6:00;21/08/2013 18:00;24/08/2013 6:00;63;60;TS;Cat 1;72;956;0;19;1;1;87.5;1466.667716;1324.058715;29763438;7311118;0;1.47844E+11;6.65456E+11;0;376000;;147;47;0.727;0.077885338;5894.2;129.79;5710.587873;39328122.38;75.321;1.79;High_Middle;121015789.3;61482093.62;29126047.53;189800
2013238N19266;FERNAND;MEX;2013;[(18.7, -94.2), (18.7923, -94.6517), (18.9, -95.1), (19.0361, -95.5321), (19.2, -95.9), (19.3249, -96.0632), (19.5, -96.3), (19.7, -96.6), (19.9722, -97.0344), (20.1, -97.3), (20.2763, -97.6965), (20.5, -98.2)];[(19.2, -95.9), (19.3249, -96.0632), (19.5, -96.3)];[(19.7, -96.6), (19.9722, -97.0344), (20.1, -97.3), (20.2763, -97.6965), (20.5, -98.2)];NAm;GM;8;8;25/08/2013 12:00;26/08/2013 18:00;26/08/2013 6:00;26/08/2013 18:00;30;12;TS;TS;50;1001;0;13;0;0;36.9;469.8434292;464.5105938;48859;0;0;0;1297683122;0;2000;14;63;21.3;0.75;0.196747947;3386.6;115.29;9693.722969;3289147.419;74.93;4.598501101;High_Middle;4090614.26;717365.7961;2512650.426;5000
2013243N26122;TORAJI;JPN;2013;[(24.97, 122.59), (25.0825, 122.857), (25.2333, 123.167), (25.4499, 123.455), (25.6615, 123.738), (25.82, 124.012), (25.9667, 124.273), (26.1124, 124.516), (26.25, 124.775), (26.3862, 125.089), (26.575, 125.425), (26.8725, 125.761), (27.2, 126.075), (27.483, 126.329), (27.725, 126.575), (27.8888, 126.885), (28.075, 127.175), (28.386, 127.359), (28.75, 127.55), (29.1017, 127.826), (29.45, 128.2), (29.7456, 128.671), (30.1, 129.225), (30.5869, 129.781), (31.2571, 130.45), (31.8708, 131.304), (32.6889, 132.556), (32.9373, 133.328), (32.76, 133.5), (32.6761, 133.661), (32.5, 134.0), (32.5702, 134.934), (32.8, 135.9), (33.1409, 136.311), (33.5, 136.6), (33.7414, 137.079), (33.9, 137.7)];[(28.75, 127.55), (29.1017, 127.826), (29.45, 128.2), (29.7456, 128.671), (30.1, 129.225), (30.5869, 129.781), (31.2571, 130.45)];[(31.2571, 130.45), (31.8708, 131.304)];WP;WP;8;9;31/08/2013 18:00;05/09/2013 6:00;03/09/2013 18:00;03/09/2013 21:00;108;3;ET;TS;50;985;0;23;0;0;50.21;1867.422697;1765.691253;;;;;;;2000;1;352;8.77;0.9;0.03325356;6105.4;97.02;46249.20959;0;83.33195122;3.126125889;High;2725442.865;2686710.976;1791188.975;4336
2013255N19268;INGRID;MEX;2013;[(19.3, -92.2), (19.4676, -92.5448), (19.6, -92.9), (19.6725, -93.2651), (19.7, -93.6), (19.7149, -93.865), (19.7, -94.1), (19.6725, -94.35), (19.6, -94.6), (19.4575, -94.8726), (19.3, -95.1), (19.1625, -95.2375), (19.1, -95.3), (19.1625, -95.33), (19.3, -95.3), (19.4125, -95.2373), (19.6, -95.1), (19.9201, -94.8503), (20.3, -94.6), (20.6574, -94.4401), (21.0, -94.4), (21.3225, -94.4974), (21.6, -94.7), (21.8151, -94.9425), (22.0, -95.2), (22.2075, -95.415), (22.4, -95.6), (22.5575, -95.7576), (22.7, -95.9), (22.8424, -96.0202), (23.0, -96.2), (23.1972, -96.5033), (23.4, -96.9), (23.6182, -97.3629), (23.7, -97.7), (23.7, -97.8), (23.7002, -98.2594), (23.7, -98.7), (23.6998, -98.98), (23.7, -99.2), (23.7002, -99.44), (23.7, -99.7)];[(21.6, -94.7), (21.8151, -94.9425), (22.0, -95.2)];[(23.7, -97.8), (23.7002, -98.2594), (23.7, -98.7), (23.6998, -98.98), (23.7, -99.2), (23.7002, -99.44), (23.7, -99.7)];NAm;GM;9;9;12/09/2013 6:00;17/09/2013 6:00;16/09/2013 12:00;17/09/2013 6:00;120;18;TS;Cat 1;75;983;0;9;1;0;58.1;1262.222983;916.9318393;2769156;0;0;0;48596080152;0;1500000;23;63;21.3;0.75;0.196747947;3386.6;115.29;9693.722969;3289147.419;74.93;4.598501101;High_Middle;1834057.53;608054.5933;391310.3717;50000
2013255N20148;MAN-YI;JPN;2013;[(23.55, 138.75), (23.803, 138.06), (24.15, 137.45), (24.6015, 136.959), (25.125, 136.525), (25.6494, 136.04399999999998), (26.2, 135.6), (26.7561, 135.238), (27.35, 134.925), (27.9901, 134.562), (28.675, 134.325), (29.3942, 134.328), (30.125, 134.5), (30.8348, 134.718), (31.525, 135.025), (32.1468, 135.339), (32.925, 135.9), (33.9574, 136.70600000000002), (34.4073, 137.056), (35.2467, 137.733), (36.4696, 139.127), (38.0833, 141.033), (39.7546, 142.82), (41.3444, 144.733), (45.3429, 149.957), (47.4042, 152.148)];[(31.525, 135.025), (32.1468, 135.339), (32.925, 135.9), (33.9574, 136.70600000000002)];[(35.2467, 137.733), (36.4696, 139.127)];WP;WP;9;9;13/09/2013 18:00;16/09/2013 21:00;16/09/2013 0:00;16/09/2013 3:00;75;3;TS;Cat 1;65;960;0;54;0;0;88.1;3366.967396;2902.915676;60923329;13218584;0;1.55949E+12;7.08543E+12;0;2000;6;352;8.77;0.9;0.03325356;6105.4;97.02;46249.20959;0;83.33195122;3.126125889;High;93224965.49;79915738.42;8407750.366;30288
2013257N15259;MANUEL;MEX;2013;[(15.3, -101.4), (15.2901, -101.665), (15.3, -101.9), (15.3425, -102.08), (15.4, -102.2), (15.4275, -102.287), (15.5, -102.3), (15.67, -102.208), (15.9, -102.1), (16.135, -102.077), (16.4, -102.1), (16.6925, -102.12), (17.0, -102.2), (17.3, -102.363), (17.6, -102.6), (17.8924, -102.87), (18.2, -103.2), (18.5425, -103.592), (18.9, -104.0), (19.2575, -104.373), (19.6, -104.7), (19.9224, -104.98), (20.2, -105.2), (20.4149, -105.365), (20.6, -105.5), (20.8, -105.65), (21.0, -105.8), (21.2, -105.95), (21.4, -106.1), (21.6, -106.243), (21.8, -106.4), (22.0075, -106.592), (22.2, -106.8), (22.365, -107.008), (22.5, -107.2), (22.6075, -107.365), (22.7, -107.5), (22.7925, -107.608), (22.9, -107.7), (23.035, -107.8), (23.2, -107.9), (23.385, -108.007), (23.6, -108.1), (23.85, -108.165), (24.1, -108.2), (24.315, -108.222), (24.5, -108.2), (24.6425, -108.13), (24.8, -108.0), (25.0276, -107.815), (25.3, -107.6)];[(24.1, -108.2), (24.315, -108.222), (24.5, -108.2), (24.6425, -108.13), (24.8, -108.0)];[(18.2, -103.2), (18.5425, -103.592), (18.9, -104.0), (19.2575, -104.373), (19.6, -104.7), (19.9224, -104.98), (20.2, -105.2), (20.4149, -105.365), (24.8, -108.0), (25.0276, -107.815), (25.3, -107.6)];EP;EP;9;9;13/09/2013 12:00;19/09/2013 18:00;15/09/2013 12:00;19/09/2013 18:00;150;102;TS;Cat 1;65;983;0;10;1;1;69.8;1450.537489;1281.981995;6199934;245485;0;3396798245;1.14423E+11;0;4200000;169;63;21.3;0.75;0.196747947;3386.6;115.29;9693.722969;3289147.419;74.93;4.598501101;High_Middle;5347666.795;1623569.261;1091340.225;105000
2013259N17132;USAGI;PHL;2013;[(17.3, 132.0), (17.2584, 132.273), (17.3, 132.35), (17.2361, 132.359), (17.2091, 132.309), (17.2542, 132.184), (17.3154, 132.054), (17.3339, 131.911), (17.3533, 131.727), (17.3988, 131.484), (17.425, 131.25), (17.4006, 131.072), (17.35, 130.925), (17.3019, 130.782), (17.25, 130.65), (17.1868, 130.532), (17.15, 130.4), (17.1744, 130.231), (17.225, 130.025), (17.2774, 129.813), (17.3, 129.525), (17.2603, 129.072), (17.175, 128.65), (17.0098, 128.461), (16.95, 128.35), (17.1718, 128.211), (17.525, 128.0), (17.8482, 127.65), (18.175, 127.225), (18.4862, 126.807), (18.775, 126.375), (19.0361, 125.941), (19.275, 125.5), (19.5056, 125.048), (19.725, 124.6), (19.9522, 124.194), (20.15, 123.75), (20.2902, 123.175), (20.4, 122.6), (20.5178, 122.162), (20.625, 121.75), (20.7087, 121.275), (20.8, 120.775)];[(18.175, 127.225), (18.4862, 126.807), (18.775, 126.375), (19.0361, 125.941), (19.275, 125.5)];[(20.8, 120.775)];WP;WP;9;9;16/09/2013 0:00;21/09/2013 6:00;No landing;No landing;126;0;TS;Cat 4;135;910;123;11;4;No landing;122.6;1422.282844;1243.017142;6226;0;0;0;64501124;0;;5;330;54.1;0.692;0.056538002;3531.8;121.76;2390.129291;22485136.34;70.315;1.84;Low_Middle;1219290.752;0;0;72696
2013259N17132;USAGI;CHN;2013;[(21.775, 117.925), (22.0816, 117.398), (22.4, 116.8), (22.6492, 116.119), (22.85, 115.375), (22.9906, 114.592), (23.15, 113.825), (23.4128, 113.136), (23.7143, 112.486), (24.0162, 111.855), (24.29, 111.24), (24.4687, 110.606), (24.65, 110.05), (24.8584, 109.56), (25.0, 109.1), (25.0141, 108.63), (24.95, 108.15)];[(22.4, 116.8)];[(22.85, 115.375), (22.9906, 114.592), (23.15, 113.825), (23.4128, 113.136), (23.7143, 112.486), (24.0162, 111.855), (24.29, 111.24), (24.4687, 110.606), (24.65, 110.05), (24.8584, 109.56), (25.0, 109.1), (25.0141, 108.63), (24.95, 108.15)];WP;WP;9;9;22/09/2013 0:00;24/09/2013 0:00;22/09/2013 12:00;24/09/2013 0:00;48;36;TS;Cat 3;100;930;0;15;3;1;107.1;1072.166666;1059.144204;92721096;22562572;1446881;6.10298E+11;2.1987E+12;33252571615;;20;147;47;0.727;0.077885338;5894.2;129.79;5710.587873;39328122.38;75.321;1.79;High_Middle;180926041.6;117585112.9;89945299.55;506000
2013269N15118;WUTIP;VNM;2013;[(17.2, 108.7), (17.38, 108.144), (17.55, 107.525), (17.7098, 106.733), (17.8267, 105.833)];[(17.55, 107.525)];[(17.8267, 105.833)];WP;WP;9;9;30/09/2013 0:00;30/09/2013 12:00;30/09/2013 12:00;30/09/2013 12:00;12;0;TS;Cat 2;95;952;0;18;2;1;103.8;312.9711911;312.2476484;10776622;3456175;430890;19601122124;62078579820;2674190173;663230;31;295;67.6;0.673;0.070771946;5425.5;132.92;1505.810949;44855752.2;75.006;4.603050159;Low_Middle;7663938.222;2231300.761;908037.246;1835585
2013272N10135;FITOW;JPN;2013;[(18.925, 129.85), (19.2287, 129.773), (19.525, 129.725), (19.7894, 129.719), (20.05, 129.725), (20.3375, 129.696), (20.625, 129.675), (20.8969, 129.689), (21.15, 129.725), (21.375, 129.782), (21.6, 129.825), (21.855, 129.822), (22.125, 129.775), (22.3962, 129.69899999999998), (22.675, 129.575), (22.968000000000004, 129.425), (23.25, 129.2), (23.4761, 128.879), (23.725, 128.5), (24.0844, 128.113), (24.4, 127.65), (24.555999999999997, 127.309), (24.7, 126.875), (24.9193, 126.444), (25.025, 125.9), (25.2305, 125.433), (25.375, 124.875), (25.5357, 124.31), (25.65, 123.725), (25.8339, 123.326)];[(23.725, 128.5), (24.0844, 128.113), (24.4, 127.65), (24.555999999999997, 127.309), (24.7, 126.875), (24.9193, 126.444), (25.025, 125.9)];[(25.8339, 123.326)];WP;WP;10;10;02/10/2013 12:00;06/10/2013 3:00;No landing;No landing;87;0;TS;Cat 2;90;945;158;11;2;No landing;78.8;1166.948152;1017.766353;673814;44404;0;4967772111;56164275737;0;;;352;8.77;0.9;0.03325356;6105.4;97.02;46249.20959;0;83.33195122;3.126125889;High;;;;4392
2013272N10135;FITOW;CHN;2013;[(26.8, 121.75), (27.0132, 121.042), (27.1133, 120.287), (27.1201, 119.533), (27.05, 118.85), (26.88, 118.286), (26.8, 117.867)];[(26.8, 121.75), (27.0132, 121.042), (27.1133, 120.287)];[(27.1133, 120.287), (27.1201, 119.533), (27.05, 118.85), (26.88, 118.286), (26.8, 117.867)];WP;WP;10;10;06/10/2013 12:00;07/10/2013 6:00;06/10/2013 18:00;07/10/2013 6:00;18;12;TS;Cat 1;81;955;0;13;1;0;75.2;394.5116355;386.0711949;16291993;2418255;0;45955279389;3.51959E+11;0;6700000;8;147;47;0.727;0.077885338;5894.2;129.79;5710.587873;39328122.38;75.321;1.79;High_Middle;73488962.23;26204664.28;11528972.29;475000
2013281N12098;PHAILIN;IND;2013;[(12.3, 95.6), (12.3659, 95.46799999999999), (12.4, 95.2333), (12.3611, 94.8753), (12.35, 94.5), (12.4987, 94.2025), (12.7, 93.95), (12.9256, 93.6745), (13.1, 93.45), (13.15, 93.3), (13.2, 92.9), (13.5212, 92.5212), (13.6, 92.4), (13.7175, 92.275), (14.0, 91.9), (14.1175, 91.775), (14.5, 91.4), (14.6287, 91.0287), (15.0, 90.65), (15.1112, 90.5112), (15.45, 90.1), (15.5113, 89.9037), (15.55, 89.45), (15.5675, 89.0099), (15.85, 88.6), (15.9312, 88.4962), (16.15, 88.3), (16.4612, 88.0113), (16.75, 87.7), (16.825, 87.2748), (16.9, 87.0), (17.0812, 86.7463), (17.45, 86.45), (17.7462, 86.0499), (18.05, 85.75), (18.4675, 85.4388), (18.7, 85.2), (19.0962, 85.1174), (19.5, 84.85), (19.935, 84.6037), (20.4, 84.5), (20.92, 84.1351), (21.5, 84.0429), (21.9567, 83.8865), (22.62, 83.86), (22.8421, 83.6264), (23.0, 83.5), (23.2127, 83.7123), (23.5, 84.0), (23.9499, 84.1501), (24.5, 84.2)];[(16.75, 87.7), (16.825, 87.2748), (16.9, 87.0), (17.0812, 86.7463), (17.45, 86.45)];[(19.5, 84.85), (19.935, 84.6037), (20.4, 84.5), (20.92, 84.1351), (21.5, 84.0429), (21.9567, 83.8865), (22.62, 83.86), (22.8421, 83.6264), (23.0, 83.5), (23.2127, 83.7123), (23.5, 84.0), (23.9499, 84.1501), (24.5, 84.2)];NI;BB;10;10;08/10/2013 0:00;14/10/2013 6:00;12/10/2013 18:00;14/10/2013 6:00;150;36;TS;Cat 5;140;918;0;12;5;3;118.3;2094.637573;1807.422693;46037714;10611925;3086983;50098105539;2.20936E+11;12364340181;633471;47;430;68;0.607;0.122139574;2969.9;139.06;1544.619247;89183468.54;67.931;3.08;Low_Middle;106146798.6;28187404.85;11839515.14;13230000
2013282N14132;NARI;PHL;2013;[(14.0, 131.6), (14.1092, 131.357), (14.2, 131.067), (14.26, 130.701), (14.2846, 130.292), (14.3143, 129.881), (14.3533, 129.507), (14.3993, 129.219), (14.475, 128.975), (14.5918, 128.72), (14.75, 128.45), (14.9574, 128.166), (15.15, 127.825), (15.26, 127.392), (15.325, 126.925), (15.3918, 126.489), (15.425, 126.075), (15.4092, 125.702), (15.375, 125.325), (15.353, 124.914), (15.35, 124.45), (15.3838, 123.909), (15.425, 123.35), (15.4424, 122.904), (15.45, 122.35), (15.4732, 121.466), (15.45, 120.525), (15.3103, 119.777), (15.175, 119.15), (15.1702, 118.625), (15.2, 118.125), (15.1731, 117.538), (15.15, 116.925), (15.1656, 116.314), (15.2, 115.725), (15.2373, 115.187), (15.275, 114.675)];[(15.45, 122.35)];[(15.4732, 121.466), (15.45, 120.525)];WP;WP;10;10;08/10/2013 12:00;13/10/2013 0:00;11/10/2013 15:00;11/10/2013 18:00;108;3;TS;Cat 3;100;948;0;18;3;2;117.3;1854.588957;1828.301054;42153641;11487697;2981193;1.36845E+11;3.7513E+11;37097503409;96723;20;330;54.1;0.692;0.056538002;3531.8;121.76;2390.129291;22485136.34;70.315;1.84;Low_Middle;38509431.46;29452524.47;11071867.34;871755
2013282N14132;NARI;VNM;2013;[(15.3018, 114.149), (15.325, 113.65), (15.3518, 113.194), (15.375, 112.775), (15.3743, 112.369), (15.4, 112.0), (15.4918, 111.68), (15.625, 111.375), (15.7768, 111.043), (15.925, 110.7), (16.0511, 110.367), (16.125, 110.0), (16.1394, 109.567), (16.075, 109.1), (15.9349, 108.643), (15.75, 108.175), (15.5598, 107.704)];[(15.3018, 114.149), (15.325, 113.65), (15.3518, 113.194), (15.375, 112.775), (15.3743, 112.369), (15.4, 112.0), (15.4918, 111.68), (15.625, 111.375), (15.7768, 111.043), (15.925, 110.7), (16.0511, 110.367), (16.125, 110.0)];[(15.75, 108.175), (15.5598, 107.704)];WP;WP;10;10;13/10/2013 3:00;15/10/2013 3:00;15/10/2013 0:00;15/10/2013 3:00;48;3;TS;Cat 1;80;960;0;10;1;1;85.6;717.7120193;692.3179397;7475539;3621483;0;21004729099;46186476332;0;76000;20;295;67.6;0.673;0.070771946;5425.5;132.92;1505.810949;44855752.2;75.006;4.603050159;Low_Middle;7523921.996;3260383.645;2220123.18;109754
2013282N14149;WIPHA;JPN;2013;[(20.1518, 136.143), (20.575, 135.925), (21.1268, 135.707), (21.75, 135.475), (22.3694, 135.19899999999998), (23.0, 134.9), (23.6213, 134.58700000000002), (24.25, 134.3), (24.8981, 134.053), (25.55, 133.9), (26.156, 133.827), (26.825, 133.925), (27.6379, 134.183), (28.475, 134.65), (29.3838, 135.389), (30.4267, 136.42700000000002), (31.5658, 137.49), (32.8308, 138.785), (34.3699, 140.447), (36.1727, 142.1), (38.3904, 143.82299999999995), (40.825, 145.812), (43.62, 148.6), (45.6868, 151.459)];[(20.575, 135.925)];[(34.3699, 140.447)];WP;WP;10;10;13/10/2013 15:00;16/10/2013 15:00;No landing;No landing;72;0;ET;Cat 4;120;930;72;58;4;No landing;103;3405.352584;3161.00951;1001716;8194;7745;1220940667;1.89365E+11;1076722215;200000;39;352;8.77;0.9;0.03325356;6105.4;97.02;46249.20959;0;83.33195122;3.126125889;High;68968826.29;57522855.72;78782.72066;19289
2013301N13142;KROSA;PHL;2013;[(15.675, 132.325), (15.8242, 131.72899999999998), (16.0, 131.1), (16.1473, 130.452), (16.325, 129.775), (16.5873, 129.07399999999998), (16.85, 128.35), (17.0273, 127.612), (17.175, 126.875), (17.3467, 126.146), (17.5, 125.45), (17.6035, 124.804), (17.7, 124.2), (17.8316, 123.625), (17.975, 123.05), (18.1085, 122.442), (18.25, 121.8), (18.4107, 121.099), (18.575, 120.425), (18.734, 119.872), (18.875, 119.35), (18.9807, 118.753), (19.075, 118.175), (19.1929, 117.674), (19.3, 117.225)];[(18.25, 121.8)];[(18.25, 121.8), (18.4107, 121.099)];WP;WP;10;11;29/10/2013 12:00;01/11/2013 12:00;31/10/2013 12:00;31/10/2013 15:00;72;3;TS;Cat 2;90;955;0;15;2;2;104.2;1654.320671;1652.396988;10475450;6994874;139533;36869459548;70180152789;1116747524;4729;4;330;54.1;0.692;0.056538002;3531.8;121.76;2390.129291;22485136.34;70.315;1.84;Low_Middle;4974764.489;1883364.786;869038.3307;220443
2013306N07162;HAIYAN;PHL;2013;[(9.77917, 130.109), (10.2, 129.075), (10.4335, 128.011), (10.6, 126.925), (10.8139, 125.856), (11.025, 124.775), (11.2104, 123.655), (11.4, 122.55), (11.6166, 121.545), (11.85, 120.5), (12.1126, 119.211), (12.325, 118.0), (12.347000000000001, 117.18), (12.45, 116.475), (12.8843, 115.612), (13.45, 114.725)];[(10.2, 129.075), (10.4335, 128.011), (10.6, 126.925)];[(11.025, 124.775), (11.4, 122.55)];WP;WP;11;11;07/11/2013 9:00;09/11/2013 6:00;08/11/2013 0:00;08/11/2013 6:00;45;6;TS;Cat 5;170;890;0;25;5;5;171.8;1741.532069;1725.629808;23489705;14517096;6654961;1.29971E+11;2.23792E+11;65460723156;10000000;7354;330;54.1;0.692;0.056538002;3531.8;121.76;2390.129291;22485136.34;70.315;1.84;Low_Middle;19018111.19;11492550.58;7896559.33;16106870
2013306N07162;HAIYAN;VNM;2013;[(13.9535, 113.874), (14.45, 113.05), (14.9192, 112.232), (15.4, 111.475), (15.9016, 110.805), (16.475, 110.2), (19.8792, 107.632), (20.425, 107.425), (21.0217, 107.252), (21.5929, 107.257)];[(13.9535, 113.874)];[(21.0217, 107.252), (21.5929, 107.257)];WP;WP;11;11;09/11/2013 9:00;11/11/2013 0:00;10/11/2013 21:00;11/11/2013 0:00;39;3;TS;Cat 3;102;937;0;19;3;1;85.6;1145.80142;1098.288187;17303136;760080;0;8581649534;1.10752E+11;0;734000;16;295;67.6;0.673;0.070771946;5425.5;132.92;1505.810949;44855752.2;75.006;4.603050159;Low_Middle;26487769.17;4725331.223;673779.249;13094
2013306N07162;HAIYAN;CHN;2013;[(17.163, 109.61), (17.9, 109.05), (18.6226, 108.468), (19.3, 107.975), (22.1109, 107.495), (22.5, 107.875), (22.5377, 108.298), (22.55, 108.7)];[(17.163, 109.61), (17.9, 109.05), (18.6226, 108.468), (19.3, 107.975)];[(22.1109, 107.495), (22.5, 107.875), (22.5377, 108.298), (22.55, 108.7)];WP;WP;11;11;10/11/2013 3:00;11/11/2013 12:00;11/11/2013 3:00;11/11/2013 12:00;33;9;TS;Cat 2;85;955;0;18;2;0;104.6;751.5693903;603.9190528;18556830;5001797;557436;97967407186;4.42628E+11;11483628472;;5;147;47;0.727;0.077885338;5894.2;129.79;5710.587873;39328122.38;75.321;1.79;High_Middle;17477257.9;10767210.31;5041367.645;51800
